area,Date,C_025,C_25,C_50,C_75,C_975,provenance
Milton Keynes,2020-08-02,2.1,2.1,2.1,2.1,2.1,inferred
Milton Keynes,2020-08-03,2.6,2.6,2.6,2.6,2.6,inferred
Milton Keynes,2020-08-04,3.1,3.1,3.1,3.1,3.2,inferred
Milton Keynes,2020-08-05,3.3,3.4,3.5,3.6,3.7,inferred
Milton Keynes,2020-08-06,3.3,3.4,3.7,3.8,4.2,inferred
Milton Keynes,2020-08-07,3.2,3.4,3.7,3.9,4.4,inferred
Milton Keynes,2020-08-08,3.1,3.2,3.5,3.9,4.5,inferred
Milton Keynes,2020-08-09,2.9,3.2,3.3,4.0,4.5,inferred
Milton Keynes,2020-08-10,2.8,3.2,3.2,3.9,4.5,inferred
Milton Keynes,2020-08-11,2.8,3.0,3.4,3.6,4.4,inferred
Milton Keynes,2020-08-12,2.8,3.0,3.3,3.8,4.3,inferred
Milton Keynes,2020-08-13,2.8,3.0,3.2,3.5,4.3,inferred
Milton Keynes,2020-08-14,2.6,3.1,3.2,3.5,4.4,inferred
Milton Keynes,2020-08-15,2.5,2.9,3.4,3.6,4.3,inferred
Milton Keynes,2020-08-16,2.6,2.9,3.5,4.0,4.1,inferred
Milton Keynes,2020-08-17,2.7,3.3,3.6,3.9,4.1,inferred
Milton Keynes,2020-08-18,2.9,3.4,3.7,4.0,4.2,inferred
Milton Keynes,2020-08-19,3.0,3.4,3.8,4.0,4.5,inferred
Milton Keynes,2020-08-20,2.8,3.5,3.8,4.0,4.6,inferred
Milton Keynes,2020-08-21,2.7,3.4,3.6,4.2,4.7,inferred
Milton Keynes,2020-08-22,2.7,3.3,3.6,4.3,5.1,inferred
Milton Keynes,2020-08-23,2.5,3.5,3.7,4.3,5.0,inferred
Milton Keynes,2020-08-24,2.4,3.4,3.9,4.4,4.9,inferred
Milton Keynes,2020-08-25,2.4,3.1,3.9,4.3,4.8,inferred
Milton Keynes,2020-08-26,2.7,3.0,3.8,4.4,5.2,inferred
Milton Keynes,2020-08-27,2.9,3.1,3.8,4.3,5.6,inferred
